entity_id,wikidata_id,name,description,types,aliases
4379,Q196287,Mihajlo Pupin,"Serbian-American physicist, physical chemist and philanthropist (1858–1935)",Q5,"Michael I. Pupin, Michael Idvorsky Pupin, Michael Pupin, Mihajlo Idvorski Pupin"
4380,Q196401,William Walker,"American filibuster, physician, lawyer, journalist and mercenary (1824-1860)",Q5,
4381,Q196472,Giovanni Battista Riccioli,16th century Italian theologian and astronomer,Q5,
4382,Q1965416,Diana Arbenina,Belarusian poet,Q5,Diana Sergeyevna Arbenina
4383,Q196560,Kelsey Grammer,American actor,Q5,Allen Kelsey Grammer
4384,Q19658,Cenk Uygur,Turkish-American online news show host (born 1970),Q5,Cenk Kadir Uygur
4385,Q19660,Bucharest,capital and largest city of Romania,Q640364|Q1187811|Q1549591|Q10864048|Q51929311,"Bucharest, Romania, București, Little Paris, Bucuresti, Bucureşti, Paris of the East"
4386,Q19661,Ana Kasparian,American political pundit,Q5,"Anahit Kasparian, Anahit Misak, Anahit Misak Kasparian"
4387,Q196617,Abul Kalam Azad,Indian politician and writer (1888–1958),Q5,"Maulana Abul Kalam Azad, Aḥmad Abū al-Kalām al-Dahlawī, Maulana Azad, Maulana Sayyid Abul Kalam Ghulam Muhiyuddin Ahmed bin Khairuddin Al-Hussaini Azad"
4388,Q196665,8 Mile,2002 film directed by Curtis Hanson,Q11424,
4389,Q196685,Escape Plan,2013 film directed by Mikael Håfström,Q11424,"The Tomb, Exit Plan"
4390,Q1967070,Svetlana Surganova,Russian singer,Q5,Svetlana Yakovlevna Surganova
4391,Q19673,Al Gore,Vice President of the United States from 1993 to 2001 (born 1948),Q5,"Gore, Albert Gore, Al Gore Jr., Albert Arnold ""Al"" Gore Jr., Albert Arnold Gore, Albert Arnold Gore Jr., Albert Arnold Gore, Jr., Albert Gore Jr."
4392,Q196923,Zeudi Araya,"Eritrean actress, singer and film producer",Q5,
4393,Q1969730,Schengen Area,area of 29 European states without mutual border controls,Q4835091,Schengen
4394,Q196977,Witness for the Prosecution,1957 American film directed by Billy Wilder,Q11424,
4395,Q1970586,Wayn Traub,Belgian theatre director and choreographer,Q5,
4396,Q197108,Ze'ev Boim,Israeli politician (1943-2011),Q5,
4397,Q1971373,Central Committee of the Communist Party of the Soviet Union,executive leadership of the Communist Party of the Soviet Union,Q190652|Q115328490,CPSU CC
4398,Q19715429,Gothic literature,literary genre,Q223393|Q108329096,gothic fiction literature
4399,Q197162,Chang Ping-lin,Chinese linguist (1868-1936),Q5,"Meishu, Taiyan, Zhang Binglin, Chang T'ai-yen"
4400,Q197206,Zhang Heng,Chinese scientist and statesman (78–139),Q5,Chang Heng
4401,Q19723482,mandolinist,musician who plays the mandolin,Q12737077|Q66715801,mandolin player
4402,Q1973537,Ilya Kaler,Russian musician,Q5,Ilya Leonidovich Kaler
4403,Q1973856,Irina Bogushevskaya,Russian musician and poet,Q5,
4404,Q1973878,Ned Lamont,Governor of Connecticut since 2019,Q5,"Governor Ned Lamont, Edward Lamont, Edward Lamont Jr., Edward Miner Lamont, Edward Miner Lamont Jr., Gov. Ned Lamont, Governor Edward Lamont, Governor Edward Lamont Jr., Governor Edward Miner Lamont Jr., Governor Lamont, Governor Ned Lamont Jr., Ned Lamont Jr., Edward Miner Lamont, Jr."
4405,Q1974190,Diran Alexanian,cello teacher (1881-1954),Q5,"Alexanian, Diran"
4406,Q1974330,Sagopa Kajmer,Turkish rapper (born 1978),Q5,"DJ Mic Check, Silahsız Kuvvet, Yunus Özyavuz"
4407,Q1974885,Alexander Neckam,scholar and abbot of Cirencester,Q5,"Alexander Nekam, Alejandro Neckam, Alexander Necham, Alexander Neckham, Alexander Necquam, Alexander Nekkam, Alexander Nequam, Alexander of Neckam, Alexander of St Albans"
4408,Q197491,The Wolverine,2013 film directed by James Mangold,Q11424,Wolverine
4409,Q1976514,Anatoly Krupnov,musician and poet (1965-1997),Q5,"Anatoliy Krupnov, Anatoly Germanovich Krupnov"
4410,Q19771,G20,group of finance ministers and central bank governors,Q245065|Q484652|Q52110228|Q135236637,"G-20, G21, Group of Twenty, Group of Twenty Finance Ministers and Central Bank Governors"
4411,Q1978533,Roberto Civita,Brazilian businessman and journalist (1936–2013),Q5,
4412,Q197935,Jules Lemaître,French critic and dramatist (1853-1914),Q5,François Élie Jules Lemaître
4413,Q19794,Josh Duhamel,American actor and former model,Q5,"Joshua David ""Josh"" Duhamel, Joshua David Duhamel"
4414,Q19796,Cai Yuanpei,"Chinese educator, Esperantist and the president of Peking University (1868-1940)",Q5,"Jiemin, Heqing, jie min, zhong shen, cai zhen, he qing, min you, zhou zi yu"
4415,Q1979607,financier,person who makes their living from investments; person who finances certain things,Q28640|Q12737077,
4416,Q197977,Demir Gökgöl,Turkish-German actor (1937–2012),Q5,
4417,Q1979936,Jivani,Armenian poet and musician (1846–1909),Q5,
4418,Q19801728,Alvin and the Chipmunks: The Road Chip,2016 direct to video film directed by Walt Becker,Q11424,Alvin and the Chipmunks 4
4419,Q198051,Zhou Zuoren,Chinese writer (1885-1967),Q5,"Zhongmi, Kaiming, Zhitang, Qiming, Yaotang, Zirong, Chou Tso-jen, Kucha'anlaoren, Kuishou, Qimeng, Xiashou, Zhou Kuishou, Zhou Mingkui"
4420,Q19810,Victoria Beckham,"English businesswoman, fashion designer and singer",Q5,"Adams, Victoria Adams, Posh, Posh Spice, Victoria Caroline Adams, Victoria Caroline Beckham"
4421,Q19831149,conspiracy theorist,person promoting conspiracy theories,Q12737077,"complotist, conspirationist"
4422,Q19837,Steve Jobs,American entrepreneur; co-founder of Apple Inc. (1955–2011),Q5,"Abdul Lateef Jandali, Steven Jobs, Steven Paul Jobs, T. Lateef"
4423,Q1984061,Chris Wolstenholme,British bassist,Q5,"Christopher Tony Wolstenholme, Christopher Wolstenholme"
4424,Q1984116,José Luis Moreno,"Spanish actor, singer and television producer",Q5,Jose Luis Moreno
4425,Q19845,Geri Horner,English singer and actress,Q5,"Geraldine Estelle Halliwell, Geri Halliwell, Geri Halliwell Horner, Geri Spice, Ginger Spice"
4426,Q198451,Saving Silverman,2001 American film by Dennis Dugan,Q11424,Evil Woman
4427,Q1985556,Bobby Day,American singer and producer (1928–1990),Q5,Robert James Byrd
4428,Q198557,Monkey Shines,1988 film by George A. Romero,Q11424,Monkey Shines: An Experiment in Fear
4429,Q198621,Alfred Capus,French journalist and playwright (1858-1922),Q5,
4430,Q198638,Jonathan Banks,American actor,Q5,Jonathan Ray Banks
4431,Q198644,Paul Bourget,"French writer, playwright and critic (1852-1935)",Q5,
4432,Q198684,Wayne Duvall,American actor,Q5,Wayne Dwyer Duvall
4433,Q1988375,Oleh Skrypka,Ukrainian singer,Q5,"Oleg Skripka, Oleg Yuriyovych Skrypka, Oleg Yuryevich Skripka, Oleh Yuriyovych Skrypka"
4434,Q1988428,Avex Trax,record label owned by Japanese entertainment conglomerate Avex Group,Q18127,
4435,Q198962,Sandy,Brazilian singer and actress,Q5,"Sandy Leah, Sandy Leah Lima"
4436,Q199418,Ziggy Marley,Jamaican reggae musician (born 1968),Q5,"David Marley, David Nesta Marley"
4437,Q19955709,Alice Attie,American visual artist and writer (born 1950),Q5,"Alice Attie Kahn, Alice B Attie Kahn"
4438,Q199644,Adolfo Caminha,Brazilian Naturalist novelist,Q5,Adolfo Ferreira Caminha
4439,Q1997159,Alexey Lushnikov,Russian talk show host,Q5,Alexey Germanovich Lushnikov
4440,Q1998195,Asylum Records,American record label,Q18127,
4441,Q199927,Alyson Hannigan,American actress and television presenter (born 1974),Q5,"Allison Hannigan, Allison Lee Hannigan, Alyson Lee Hannigan, Alyson Lee Hannigan Denisof"
4442,Q199929,Jennifer Morrison,American actress,Q5,Jennifer Marie Morrison
4443,Q199943,Adriano Celentano,Italian musician and actor (born 1938),Q5,
4444,Q19999,Louis Bernacchi,Australian physicist and astronomer (1876-1942),Q5,Louis Charles Bernacchi
4445,Q20,Norway,country in Northern Europe,Q6256|Q3624078,Kingdom of Norway
4446,Q2000666,Woodlawn Cemetery,"cemetery in the Bronx, New York City",Q39614,Woodlawn Cemetery and Mausoleum
4447,Q200092,horror film,film genre,Q201658|Q108329096,horror movie
4448,Q200096,17 Again,2009 film directed by Burr Steers,Q11424,
4449,Q2002177,Lava Records,American record label,Q18127,
4450,Q200228,Benny Hill,British comedian and actor (1924–1992),Q5,Alfred Hawthorne Hill
4451,Q200299,All About Eve,1950 film by Joseph L. Mankiewicz,Q11424,
4452,Q2003501,Union of Soviet Composers,organization,Q43229|Q5183590,
4453,Q200355,Olivia Wilde,American actress,Q5,"Olivia Jane Cockburn, Olivia Jane Wilde"
4454,Q200392,Maria Gaetana Agnesi,Italian mathematician and philanthropist (1718–1799),Q5,"Gaetana Agnesi, M. Gaetana Agnesi, María Agnesi, Maria Agnesi Gaetana, María Gaetana Agnesi, Maria Gaetana Agnezi"
4455,Q200396,Sherlock Holmes,2009 film directed by Guy Ritchie,Q11424,
4456,Q200405,John Hurt,British actor (1940–2017),Q5,"John Vincent Hurt, Sir John Hurt, Sir John Vincent Hurt, Sir John Vincent Hurt CBE"
4457,Q200407,Steven Strait,American actor and singer,Q5,
4458,Q200460,Jayne Meadows,Chinese born-American actress and author (1919–2015),Q5,"Jane Cotter, Jayne Meadows-Allen"
4459,Q200464,Portuguese Empire,global empire centered in Portugal (1415–1999),Q3024240,"Portuguese Colonial Empire, Portuguese Overseas"
4460,Q2004963,numismatist,"person studying currencies, coins or paper money",Q28640,coin collector
4461,Q200509,Sigmund Zois,Slovenian scientist,Q5,Sigmund Zois Freiherr von Edelstein
4462,Q200534,Tilda Swinton,Scottish-British actress,Q5,"Katherine Matilda ""Tilda"" Swinton, Katherine Matilda Swinton"
4463,Q2005601,Steve Strange,Welsh singer (1959–2015),Q5,Steven John Harrington
4464,Q200566,Cobie Smulders,Canadian actress (born 1982),Q5,"Jacoba Francisca Maria Smulders, Jacoba Francisca Maria Smulders–Killam, Smulders, Cobie"
4465,Q200572,"I, Robot",2004 film directed by Alex Proyas,Q11424,
4466,Q200586,Sheryl Crow,American musician (born 1962),Q5,Sheryl Suzanne Crow
4467,Q200639,Paul Valéry,"French poet, essayist, and philosopher (1871–1945)",Q5,"Paul Ambroise Valery, Paul Valery, Paul-Ambroise Valery, Paul-Ambroise Valéry"
4468,Q200661,Juan Rulfo,Mexican writer (1917–1986),Q5,"J. Rulfo, Juan Nepomuceno Carlos Perez Rulfo Vizcaino, Juan Nepomuceno Carlos Pérez Rulfo Vizcaíno, Juan Rulfo Vizcaino, Juan Rulfo Vizcaíno"
4469,Q200672,Notting Hill,1999 film by Roger Michell,Q11424,'' Notting Hill ''
4470,Q200768,Dennis Quaid,American actor,Q5,Dennis William Quaid
4471,Q200804,Predator,1987 film directed by John McTiernan,Q11424,
4472,Q200827,The Wicker Man,2006 film by Neil LaBute,Q11424,Wicker Man
4473,Q200841,Jim Caviezel,American actor,Q5,James Caviezel
4474,Q200867,Gustav Holst,British composer (1874–1934),Q5,"Gustav Theodore Holst, Gustavus Theodore von Holst"
4475,Q200873,The Lost World: Jurassic Park,1997 film directed by Steven Spielberg,Q11424,"Jurassic Park 2, Jurassic Park: The Lost World, Lost World: Jurassic Park"
4476,Q200883,Robert Moog,American electronic music pioneer and inventor (1934-2005),Q5,"Bob Moog, Robert Arthur Moog"
4477,Q201079,Barbara Bonney,American classical soprano,Q5,
4478,Q201111,Aromanians,ethnic group native to the Balkans,Q41710,"Macedo-Romanians, Macedo-Vlachs, Vlachs"
4479,Q201221,Alexander Herzen,"Russian author, philosopher, and revolutionary (1812–1870)",Q5,"A. H., Aleksandr Herzen, Alexander Ivanovich Herzen, Gertsen"
4480,Q20127,Wilhelm Liebknecht,"German journalist, writer and socialist politician (1826–1900)",Q5,Wilhelm Martin Philipp Christian Ludwig Liebknecht
4481,Q201279,Woody Harrelson,American actor,Q5,Woodrow Tracy Harrelson
4482,Q201315,Francisco Quevedo,Spanish writer (1580-1645),Q5,"Francisco de Quevedo y Villegas, Quevedo, Francisco de Quevedo, Francisco De Quevedo, Quevedo y Villegas"
4483,Q201359,George Perle,American composer (1915–2009),Q5,
4484,Q201379,Forgetting Sarah Marshall,2008 film directed by Nicholas Stoller,Q11424,
4485,Q201418,Abigail Breslin,American actress,Q5,Abigail Kathleen Breslin
4486,Q20145,IU,"South Korean singer, songwriter and actress",Q5,"Jieun Lee, Lee Jieun, IU, Aiyu, Lee Ji-eun, Lee Jee-eun, Yi Chi-ŭn"
4487,Q201459,Igor Pablo Cavalera,Brazilian drummer,Q5,Igor Graziano Cavalera
4488,Q201472,Elena Venttsel,Soviet and Russian mathematician and writer (1907-2002),Q5,"Grekova, Irina Nikolaevna, 1907-2002, I. Grekova"
4489,Q201477,Jean-Antoine-Nicolas de Caritat de Condorcet,"French philosopher, mathematician, and political scientist (1743-1794)",Q5,"Nicolas de Condorcet, Jean-Antoine-Nicolas de Caritat, Marie Jean Antoine Nicholas de Condorcet, Marquis de Condorcet, Marie Jean Antoine Nicolas de Caritat, marquis de Condorcet, Marquis de Condorcet, marquis de Condorcet Marie Jean Antoine Nicolas de Caritat"
4490,Q201484,John Dee,"16th-century English mathematician, astrologer, and alchemist",Q5,
4491,Q201492,McGill University,"English-language public research university in Montreal, Quebec, Canada",Q3551519|Q45400320|Q62078547,"McGill, McGill college, mcgill.ca, Royal institution of advanced learning, University of McGill College"
4492,Q201500,Gerald Wilson,American trumpetist (1918–2014),Q5,Gerald Stanley Wilson
4493,Q201514,M. Ward,American musician,Q5,"Matt Ward, Matthew Stephen Ward"
4494,Q20153,Girls' Generation,South Korean girl group,Q641066,"SNSD, Girls Generation, So nyeo shsi dae"
4495,Q201538,Edward Said,Palestinian-American professor (1935–2003),Q5,Edward Wadie Said
4496,Q201562,Hayley Williams,American singer,Q5,Hayley Nichole Williams
4497,Q201579,Ferenc Karinthy,"Hungarian writer, journalist, linguist",Q5,
4498,Q201607,Relativity Records,US record label,Q18127,
4499,Q201608,Dennis Rodman,American basketball player,Q5,"Dennis the Menace, Country, Demolition Man, Psycho, Worm, The Worm, Dennis Keith Rodman, Rodzilla"
4500,Q201656,Nick Jonas,"American singer, actor and musician",Q5,"Nicholas Jerry ""Nick"" Jonas"
4501,Q201674,The Deer Hunter,1978 film directed by Michael Cimino,Q11424,"Deer Hunter, Voyage au bout de l'enfer"
4502,Q201687,Milk,2008 film directed by Gus Van Sant,Q11424,
4503,Q201732,Robert Graves,English poet and novelist (1895-1985),Q5,"Robert Ranke Graves, Robert von Ranke Graves, Robert von Ranke-Graves, Robert Von Ranke-Graves"
4504,Q201751,Ralph Flanders,"American engineer, industrialist, and politician (1880–1970)",Q5,Ralph Edward Flanders
4505,Q20178,Joe Pesci,American actor (born 1943),Q5,"Joseph Frank ""Joe"" Pesci, Joseph Frank Pesci, Joseph Pesci"
4506,Q201788,historian,scholar who deals with the exploration and presentation of history,Q28640,"historians, historiographer"
4507,Q201810,Marilou Berry,French actress,Q5,
4508,Q201819,District 9,2009 film directed by Neill Blomkamp,Q11424,District Nine
4509,Q201842,Adam Scott,American actor,Q5,Adam Paul Scott
4510,Q201924,The Aviator,2004 film directed by Martin Scorsese,Q11424,Aviator
4511,Q201927,David Hasselhoff,"American actor, singer, producer, and businessman (born 1952)",Q5,"David Michael Hasselhoff, The Hoff"
4512,Q2019530,"Deborah Cavendish, Duchess of Devonshire",English writer (1920–2014),Q5,"Debo Mitford, Deborah Cavendish, duchesse de Devonshire, Deborah Cavendish, Marchioness of Hartington, Deborah Devonshire, Deborah Freeman-Mitford, Deborah Vivien Cavendish, Marchioness of Hartington, Deborah Vivien Freeman-Mitford, Deborah Vivien Freeman-Mitford Cavendish, Duchess of Devonshire, Deborah, duchess of Devonshire Cavendish, Duchess of Devonshire Deborah Cavendish, Hon. Deborah Freeman-Mitford, Hon. Deborah Vivien Freeman-Mitford, Lady Andrew Cavendish"
4513,Q20198542,music historian,occupation,Q28640,
4514,Q202028,War of the Worlds,2005 film directed by Steven Spielberg,Q11424,"The War of the Worlds, Planetary War, Planetary War 3D, War of the Worlds 3D"
4515,Q202029,Bringing Down the House,2003 film by Adam Shankman,Q11424,
4516,Q202041,Jamiroquai,British acid jazz band,Q215380,
4517,Q202136,Barry Marshall,"Nobel Prize winner, and Professor of Clinical Microbiology",Q5,"Barry J. Marshall, Barry James Marshall"
4518,Q202144,Shelley Winters,American actress (1920–2006),Q5,Shirley Schrift
4519,Q202148,Burt Reynolds,American actor (1936–2018),Q5,"Burt, Burton Leon Reynolds, Burton Leon Reynolds, Jr., Burton Milo Reynolds Jr."
4520,Q202185,Jay Brannan,American singer-songwriter and actor,Q5,
4521,Q2022,Cesare Pavese,"Italian writer, literary critic, and translator (1908–1950)",Q5,
4522,Q202211,Gandhi,1982 film directed by Richard Attenborough,Q11424,
4523,Q202246,Morrissey,British singer and songwriter,Q5,"Morissey, Moz, Steven Patrick Morrissey"
4524,Q202304,Jason Segel,American actor (born 1980),Q5,Jason Jordan Segel
4525,Q202314,Thin Lizzy,Irish rock band,Q215380,
4526,Q202319,Bill Haley,American rock and roll music pioneer (1925–1981),Q5,William John Clifton Haley
4527,Q202326,The Godfather Part III,1990 film by Francis Ford Coppola,Q11424,"The Godfather, Part III, Godfather Part III, The Godfather: Part III"
4528,Q20235,Franzl Lang,German yodeler from Bavaria,Q5,"Franz Lang, Jodler-Franzl, Yodelking"
4529,Q202385,Arnold Wesker,British dramatist (1932-2016),Q5,Sir Arnold Wesker
4530,Q202386,Dominique-Georges-Frédéric Dufour de Pradt,Roman Catholic archbishop (1759-1837),Q5,"Dominicus De Pradt, Dominique Dufour de Pradt, Dominique-Georges-Frederic Dufour de Pradt"
4531,Q202420,Cesare Lombroso,"Italian psychiatrist, physician, and criminologist (1835-1909)",Q5,Ezechia Marco Lombroso
4532,Q202440,Atlantic Records,American record label,Q18127,"Atlantic, LC 00121, LC 0121"
4533,Q202449,David Ogden Stiers,American actor (1942–2018),Q5,"David Allen Ogden Stiers, David Ogden Steers, David Ogden Stires, David Stiers, David Stires"
4534,Q202461,Roma Maffia,American actress,Q5,
4535,Q202475,Téa Leoni,American actress and film producer,Q5,"Elizabeth Tea Pantaleoni, Elizabeth Téa Pantaleoni, Tea Leoni"
4536,Q202479,Academy of Esperanto,language scholars who maintain Esperanto,Q162633|Q2093358|Q15494038,"AdE, Akademio de Esperanto"
4537,Q202489,Gerrit Komrij,Dutch writer (1944–2012),Q5,"G. Komrij, Gerrit Jan Komrij"
